title,text,tags
Shol-Tak,"[img[https://nalonar.eaglesroost.org/images/tokens/Shol-Tak.png]]

<<GMNote ""Possible Last Breath - Ony's Lair, Large Dragon, More Sacrifice, specifically from OTHERS

His body is scarred with battle wounds. Several of which glow red.
His Eyes are searing, with just the occasional flicker.
His Voice is deep, with a habitual touch of snarl.
His Demeanour is contemptuous and slightly angry.
He wears little but a few burnt rags. The observant may notice an [[Orlon Army Patch]] amongst the rags, specifically belonging to the [[Okat Regulars]].

''//Make your sacrifices now and protect the future! May your children rest easy and safe, rather than damning us for the seeds of evil we failed to stop //''

Was at [[The Battle of Okat-Oork]], after the victory the Kingdom, instead of doubling down and attacking the gnomes build the [[The Great Greenhouse of Lounging]], in between frustration and disgust, turning to Anger, Shol-Tak thinks the kingdom has sewn their own destruction, committing to a path of idleness which will lead to a path of decay and has walked away from the [[Okat Regulars]] and the [[Kingdom of Orlon]] in general.

While traveling in [[Gronzezzeg]], joined a band of Mercenary's, during a skirmish/battle at a fortified camp of [[Onuk]], [[Rask]] was surprised to see the fire leave a burning building and surround him and the fleeing ""knights"" (bandits) allowing him to slaughter them in Glory.

In his travels, he encountered [[Maisie Starhammer]] holding a bridge against multiple aggressors, she was holding, but just, mostly through strength of will, out of respect for that strength he sacrificed his Amenity to all Gnomes to the fires within to help [[Maisie Starhammer]] to fight past the point where her wounds should have overcome her.

After hearing [[Erol]]'s life story, [[Shol-Tak]] knows that he has had a touched life so far and everything has been given to him and he has not known sacrifice, this is something that should be remedied.
"">>",Character Player Lizardfolk Wednesday
Sight of the Goddess,,[[The Ecclesiocracy of Flame]] Town Urban Cobehot [[Acolytes of the Great Flame]]
Silozaa-oku,"on the Western side of the Western island of [[Silva]]. Was a Town, got upgraded to a City because of the abundance of resources (wood).",Gronzezzeg Town Urban Silva
Silva,"Central.

!!! Geography
<$list filter=""[tag[Silva]tag[Geography]tag[Bay]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Bay),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Savanna]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Savanna),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Swamp]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Swamp),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Hills]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Hills),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Lake]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Lake),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[River]]+[sort[]]"">
<$link><$view field=""title""/></$link> (River),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Forest]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Forest),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Mountain Range]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Mountain Range),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Desert]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Desert),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Jungle]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Jungle),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Canyon]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Canyon),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Geography]tag[Volcano]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Volcano),<br/>
</$list>

!!! Urban
<$list filter=""[tag[Silva]tag[Urban]tag[Capital]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Capital),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Urban]tag[City]]+[sort[]]"">
<$link><$view field=""title""/></$link> (City),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Urban]tag[Town]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Town),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Urban]tag[Village]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Village),<br/>
</$list>
<$list filter=""[tag[Silva]tag[Urban]tag[Castle]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Castle),<br/>
</$list>

!!! Misc
<$list filter=""[tag[Silva]!tag[Urban]!tag[Geography]]+[sort[]]"">
<$link><$view field=""title""/></$link> Tagged with: <$view field=""tags""/><br/>
</$list>",Island
Silver Pendant,"Currently in the possession of [[Erol]] players were told it was not magical per say but that it has been around a LOT of magic. They are aware it is very old, so old infact that whatever markings were on the outside have worn away. They are also aware that it can be opened and that it contains something. They do not know what.

<<GMNote ""It contains hair, which will exist for a very short amount of time once the pendant is opened, it will then decay and turn to dust. The hair belonged to the loved one of the necromancer that they took the pendant from. It is looking for it and is not happy about losing it, so much so that it has sabotaged them and gave an orb of necromancy to the pirates."">>",Object Erol Wednesday
Silverfin,Found on the Coast of [[Cobehot]] at the mouth of the River [[River Rath]] has good access to the plentiful fish in the [[Bay of Narlon]],Village Urban [[Empire of Anligit]] Cobehot [[Acolytes of the Great Flame]]
Silverlight,Capital of the [[Empire of Anligit]] on the East coast of [[Cobehot]] north of the [[River Larne]] estuary.,Capital Urban Cobehot [[Empire of Anligit]] [[Acolytes of the Great Flame]]
Situations and Events,"<$list filter=""[tag[Situation]][tag[Event]]+[sort[]]"">
<$link><$view field=""title""/></$link>
<details><$transclude field=""text""/></details><br/>
</$list>",Home
Slippery Customer,small holes and sneaking related?,Wildlife Move todo
Sorraku,Settlers that left the [[Kingdom of Orlon]] thus they have a bad relationship with them. Infected by the Cult,Town Urban Cobehot [[Ku Rata]] [[Acolytes of the Great Flame]]
Sotak,,[[Kingdom of Orlon]] City Silva Urban
Stop Drop and Roll,"When on Fire, you may stop, drop, and roll, roll +CON:

* 10+ : The flames go out, but the GM might ask you to pick 1 if you were seriously lit up
* 7-9 : The flames go out but the GM picks 1, and might ask you to pick another
** Mark a debility : Weakened, Shaky, Sickened, or Scarred (your choice)
** Something you were wearing burns up; ask the GM what
** Take damage from the flames; ask the GM how much
* 6- : Burn, baby, burn. Roll additional damage as well as anything else the GM says.",Move
Stracante,closest large settlement to the [[Strakara]] and thus the frontline of a messy informal war. with Excellent Fortifications.,Village Lenara [[Empire of Zantera]] Urban
Strakara,"Strakara are a species of large predatory wasps originally native to the island of [[Lenara]] they later managed to form colonies on the easternmost island of [[Cobehot]]. They can reach up to a foot in length and have a stocky, powerful build, with a stout head and a wide thorax. Their wingspan is typically around sixteen inches, and their bodies are black, brown, or grey with yellow, orange, or red markings along their abdomen. They are considered to be quite territorial, with a strong defensive drive, and will often launch aggressive attacks on any perceived threat.

<$list filter=""[tag[Strakara]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",Lenara Cobehot Wildlife
Strakara Scout,<<NPCMacro>>,Strakara Wildlife
Strakara Swarm,<<NPCMacro>>,Strakara Wildlife
Strength of Will,"When being questioned while under the effects of (the Truthspeak spell, the Grand Inquisitor of Elik the Reaping's gaze, too much booze, etc) roll + CHR and obey the results for the remainder of the conversation.

* 10+ : Your character can say whatever they like.
* 7-9 : Your character cannot directly lie, but can lie by omission or balance their statements to give false impressions.
* 6- : Not only can you not lie, either in spirit or literally, you feel compelled to answer any questions. You also blurt out something ... unfortunate... and true. The GM may 'help' you with coming up with your error.﻿",Move
Subtle Cast,"This move will normally have a number of charges per day, charges are regained through use of [[Subtle Cast Recharge]] or via the results of Subtle Cast (see below). //When you release a spell you’ve prepared as a subtle cast and spend a charge//, roll+INT.

* 12+ The spell is successfully cast and you may cast the spell again later. You do NOT lose a charge of Subtle Cast
* 10+ The spell is successfully cast and you may cast the spell again later.
* 7-9 The spell is cast, Subtle Cast Charge is used and choose one:
** The spell disturbs the fabric of reality as it is cast; take -1 ongoing to cast a spell until the next time you Prepare Spells.
** After it is cast, the spell is forgotten. You cannot cast the spell again until you prepare spells.
* 6- The Spell is NOT cast, Subtle Cast charge is lost, Choose Two;
** The spell disturbs the fabric of reality as it is cast; take -1 ongoing to cast a spell until the next time you Prepare Spells.
** After it is cast, the spell is forgotten. You cannot cast the spell again until you prepare spells.
** You draw unwelcome attention or put yourself in a spot. The GM will tell you how.

//''Note that maintaining spells with ongoing effects will sometimes cause a penalty to your roll to cast a spell.''//",Move
Subtle Cast Recharge,"//After you take a Make Camp move//, Roll+0

* 10+ You regain half your maximum charges.
* 7-9 You regain half your maximum charges but at the cost of one of your prepared spells.
* 6- You lose all your existing charges.",Move
Swamp,"<$list filter=""[tag[Swamp]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",
Swamp of Turatil,"Large Swamp, Home to the Large tameable Lizards (think Comodo Dragons), the secret of taming them is known only to the Kobolds of [[Gronzezzeg]]",Geography Swamp Kemzemkex
Swordridge Mountains,,[[Mountain Range]] Kemzemkex Geography
Tagenburry,"It has a Populations in the region of 7500, most of 2/3 of which are in a large ""shanty"" town outside what was the ""Town"" of Tagenburry before [[New Sorrimar]] was struck by a meteorite. It can be found on the western shore or [[Principal]].",Xavier Urban Principal City
Teracante,"near the [[Ollicante]] has plentiful access to good wood. Was ""liberated"" by the [[Zanteran Republic]]",Town Urban Lenara [[Zanteran Republic]]
Tern Mountains,Found on the Island of [[Silva]] Has a Plentiful supply of Gold and the Stone is easy to Quarry,[[Mountain Range]] Geography Silva
Terranova,"on the southern island, by the mouth of the river [[Terraqua]] on the border of the jungle [[Threanata]]",Town Urban Lenara [[Empire of Zantera]]
Terraqua,,River Geography Lenara
The Battle of Okat-Oork,This battle took place outside [[Okat-Oork]] when the Gnomes attacked and were pushed back by (at least) the [[Okat Regulars]] as well as assorted mercenary's.,Event
The Ecclesiocracy of Flame,"!!! Urban Locations
<$list filter=""[tag[The Ecclesiocracy of Flame]tag[Urban]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>",[[Minor Faction]]
The Federation of the Sentinel,"""""""
Is an Alliance of [[Gnome]]'s joining the two towns of [[Druibar]] and [[Drumbar]].
Is Very Hostile with the [[Kingdom of Orlon]].
Attacked the [[Kingdom of Orlon]] (and failed 4 vs 6) at [[Okat-Oork]]
""""""

!!! Urban Locations
<$list filter=""[tag[The Federation of the Sentinel]tag[Urban]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>",[[Minor Faction]]
The Forest of Narl,"Large forest with Lots of good Wood, found on the Island of [[Principal]]",Forest Geography Principal
The Great Greenhouse of Lounging,A Marvel made of Glass found in [[Tiloak]],Tiloak
The Overlook,Castle under the control of the [[Empire of Anligit]] over looks the [[Bay of Narlon]],Castle Cobehot [[Empire of Anligit]] Urban [[Acolytes of the Great Flame]]
The Sands of Serenity,Found to the South of [[Vulcan's Fury]] on the island of [[Cobehot]].,Cobehot Desert Geography
Thi-Nor,Full Name is Ko-Tar-Thi-Nor-Sar-Tak-Ni,Jungle Silva Geography
Threanata,,Jungle Geography Lenara
Threanova,eastern side of the southern island,Town Lenara [[Empire of Zantera]] Urban
Thursday,"<$list filter=""[tag[Thursday]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",
Thursday Characters,"!!! Player Characters (Thur)

<$list filter=""[tag[Character]tag[Player]tag[Thursday]]+[sort[]]"">
<$link><$view field=""title""/></$link> - <$view field=""player""/><br/>
</$list>",Thursday
Tiloak,"Capital City of [[Kingdom of Orlon]] Mostly Lizards, Found in the Y of the [[River Kous]]",Capital Silva Urban [[Kingdom of Orlon]]
Tirgeth,"[img[https://nalonar.eaglesroost.org/images/tokens/Tirgeth.png]]

<<GMNote ""Possible Last Breath - Large forest, Clearing, Large Stag, Spending too much time in settlements, spend more time outside of towns and citys

animal companion...???

Met [[Shol-Tak]] after an encounter with some pirates out of [[Ulzek-oku]] that had travelled up the [[Ulhar River]] and had a deep and philosophical conversation with him after he saw me using my skill to heal a wounded [[Komodo Dragon]] from the opposing side.

While out in the swamp foraging for some food for [[Dobbie]], he saw [[Radrick]] throw a canvas wrapped bundle over the back of a pirate boat and sail off into the distance. When they (he and Dobbi) investigated they found [[Lukk]] wrapped up in sail cloth, he had been smuggled into [[Gronzezzeg]] but was unable to pay his passage so was dumped in the swamp to fend for himself.

[[Rask]] is looking for a [[Komodo Dragon]] and has a great looking tattoo. She respects Dobbi for his strength and prowess and I respect her for that!

Dobbi finds [[Erol]] to be amusing and as long as [[Erol]] keeps Dobbie happy [[Tirgeth]] is happy.
"">>",Kobold Character Player Wednesday
todo,"<$list filter=""[tag[todo]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",GMNote GMHome
todo List for Thursday,,GMHome GMNote
todo List for Wednesday,"# [[Tirgeth]] - Intro, a Paragraph that adds depth and talks about Dobbi, why is he called Dobbi, tell a SHORT story about dobbi, where you found him, how you got him as an AC, about his tags, Burly, Huge, Keen Senses, Fight Monsters, Stubborn, Forgetful
# [[Maisie Starhammer]] Intro, Signature Weapon, Warhammer, Well Crafted, Ancient, Glows in the presence of Strakara, where did you get it from, when was it made, why was it made, is it Elven? (Strakara Location)
# [[Erol]] Intro, Instrument, Bardic Lore, Arcane Art
# [[Erol]] Bond #5
# [[Erol]] Bond #6


",GMNote GMHome
Tomes re Udoka,Library in [[Komozaa-oka]],Komozaa-oka Place
Torrak-by-Twikkun,,Jungle Cobehot Geography
Torraku,,Town Urban Silva [[Ku Rata]]
Tosu-Ris,,Silva Geography Forest
Towns and City's of Nalonar,"!!! Capitals (Citys)
<$list filter=""[tag[Capital]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>

!!! City's
<$list filter=""[tag[City]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>

!!! Towns
<$list filter=""[tag[Town]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>

!!! Villages
<$list filter=""[tag[Village]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>

!!! Castles
<$list filter=""[tag[Castle]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>

!!! Ruins
<$list filter=""[tag[Ruins]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>

!!! Misc
<$list filter=""[tag[Urban]!tag[Capital]!tag[City]!tag[Town]!tag[Village]!tag[Castle]!tag[Ruins]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",Home
Tronsi-oka,,City Urban Gronzezzeg Kemzemkex
Trust in me. Just in me.,"//When you rise up and sway back and forth rhythmically while maintaining eye contact// and spend 1 hold roll + Cha

* 10+ - The target slowly walks towards you taking no actions, if already in front of you, they sway back and forth in time with you. Other people attacking this target get +3 to their move roll until it takes damage. (It will not retaliate on a 7-9, it will on a +1D6.)
* 7-9 - The target briefly locks eyes with you and starts to sway then shakes their head and snaps out of it. Other people attacking this target get +3 to their move roll until it takes damage. If it retaliates, its against you.
* 6- - It did not work, and now they know it was you. GM Move.",Wildlife Move Snake
Tura-oka,"Pirate Town, Home to;

[[Tura-oka Map]]

<$list filter=""[tag[Tura-oka]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",Urban Kemzemkex Pirate
Tura-oka Map,"<<MapMacro>>
<<GMImage>>",Maps Kemzemkex
Twikkun,"By the [[Torrak-by-Twikkun]], upgraded to city.",Urban Cobehot [[Confederacy of the Larne]] City
Ulhar River,Flows South out of the [[Lerutl Hills]] past [[Muansi-oka]] and then filters out to see through the [[Swamp of Turatil]],Kemzemkex River Geography
Ulzeg-uk,"Known for raiding the [[Empire of Zantera]]. Formal complaints to [[Gronzezzeg]] have been responded to with shrugs. ""There not our pirates, definitely not. No..,.""",Kemzemkex Organisation Nek-oku Pirate Ulzek-oku
Ulzek-oku,"Partner to [[Nek-oku]] Pirate Town, Home to;

<$list filter=""[tag[Ulzek-oku]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",Kemzemkex Pirate Urban
Urngor Orhim,Town found on is island of [[Principal]] In the [[Hjodlikziz Urngorr]] Mountain Range is in the [[League of Glang]],Town Principal Urban [[League of Glang]]
Usk Aulkhori,[[Radrick]] is a member and they are part of [[Narlon Bay Toll Service]],[[Narlon Bay Toll Service]]
Valorin Mountains,,[[Mountain Range]] Geography Lenara
Volcano,"<$list filter=""[tag[Volcano]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",
Votolak,on the Northern side of the Western Island of [[Silva]].,[[Kingdom of Orlon]] Town Silva Urban
Vulcan's Fury,Southern most volcano on the island of [[Cobehot]].,Cobehot Geography Volcano
Vulcan's Wrath,Northern most [[Volcano]] on the island of [[Cobehot]]. very near to the [[God's Foothills]],Volcano Geography Cobehot
Wanted Poster,"Wanted, Goblin, Goes by the name of Lukk.

Wanted for Casus Belli, Abduction, Sedition, Murder, Arson and Destruction of Property.
Reward, 600 Coins Alive. 200 Coins Dead. 20 Coins for Information leading to the Arrest of.",GMNote
Wednesday,"<$list filter=""[tag[Wednesday]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",
Wednesday Characters,"!!! Player Characters (Wed)

<$list filter=""[tag[Character]tag[Player]tag[Wednesday]]+[sort[]]"">
<$link><$view field=""title""/></$link> - <$view field=""player""/><br/>
</$list>",Wednesday
Wetlands of Zellaak,,Swamp Geography Principal
White Cliff Mountains,Large Central Mountain range on the island of [[Cobehot]] is a good source of Iron. The [[River Larne]] and the [[River Rath]] both flow South out of the mountains while the [[River Latch]] flows North towards the [[Canyons of Cobeham]] then out to sea,[[Mountain Range]] Geography Cobehot
Whitetop Rocktop,"North of the [[White Cliff Mountains]].

There was a deep rooted cultural argument over the name between Rocktop and Whitetop. The compromise was to use both names, in a move that satisfied nobody. With Excellent Fortifications.",Town Urban Cobehot [[Empire of Anligit]] [[Acolytes of the Great Flame]]
Who Are You?,"<$button set=""$:/state/GMKey"" setTo="""">
<$action-navigate $to=""GM Access Key""/>
<$action-sendmessage $message=""tm-close-tiddler""/>

GM

</$button> or <$button set=""$:/state/GMKey"" setTo="""">
<$action-sendmessage $message=""tm-close-tiddler""/>
<$action-navigate $to=""Front Page""/>
Not GM
</$button>",GMImport [[Hide Close]]
Wild Adolescent Komodo Dragon,<<NPCMacro>>,[[Komodo Dragon]] Wildlife
Wild Adult Komodo Dragon,<<NPCMacro>>,[[Komodo Dragon]] Wildlife
Wildlife,"<$list filter=""[tag[Wildlife]!tag[Move]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>

!!! Animal Moves

{{Wildlife Moves}}",
Wildlife Moves,"<$list filter=""[tag[Wildlife]tag[Move]!tag[todo]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>
<$list filter=""[tag[Wildlife]tag[Move]tag[todo]]+[sort[]]"">
<$link><$view field=""title""/></$link><br/>
</$list>",
World Map,<<MapMacro>>,Home Important Maps
Xavier,"""""""
Found in the land of [[Principal]] mostly [[Human]]
[[Their Capital|Narlath]] is found nestled on the [[River Macnath]] south of [[The Forest of Narl]].
They have Very Hostile Relationship with [[League of Glang]].
They have Very Hostile Relationship with [[Empire of Zantera]].
They have Very Hostile Relationship with [[Kingdom of Orlon]].
They have formed a Trade Agreement with the [[Empire of Anligit]].
Is in an Alliance with [[Empire of Anligit]].
Attacked (2) [[Cellaa Orhim]] which defended (5).
""""""

!!! Urban Locations
<$list filter=""[tag[Xavier]tag[Urban]tag[Capital]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Capital) (Population <$view field=""population""/>)<br/>
</$list>
<$list filter=""[tag[Xavier]tag[Urban]tag[City]]+[sort[]]"">
<$link><$view field=""title""/></$link> (City) (Population <$view field=""population""/>)<br/>
</$list>
<$list filter=""[tag[Xavier]tag[Urban]tag[Town]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Town) (Population <$view field=""population""/>)<br/>
</$list>
<$list filter=""[tag[Xavier]tag[Urban]tag[Village]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Village) (Population <$view field=""population""/>)<br/>
</$list>
<$list filter=""[tag[Xavier]tag[Urban]tag[Castle]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Castle) (Population <$view field=""population""/>)<br/>
</$list>",[[Major Faction]]
You're coming with me now,drag under water,Wildlife Move todo
Zaglo Kobald,wizard who like Lukk wished to leave the cult of flame to expand his own knowledge and no longer be enslaved or enprisoned. quite small and skinny but rivals Lukks own arcane prowess ,Character
Zanova,See [[Arlinia]] this is the name it was known by and is called by the [[Empire of Zantera]],
Zanteran Republic,"Attacked Empire of Zantera and ""liberated"" [[Teracante]]

!!! Urban Locations
<$list filter=""[tag[Zanteran Republic]tag[Urban]]+[sort[]]"">
<$link><$view field=""title""/></$link> (Population <$view field=""population""/>)<br/>
</$list>",[[Minor Faction]]
Zanth,by the Iron,[[Empire of Zantera]] Urban Town Lenara
Zegatilzeg,"Pirate Organisation, operating out of [[Tura-oka]]",Organisation Tura-oka Kemzemkex Pirate
Zellaak Orhim,Has good access to the silks found in the marsh to the south. Now a Capital.,[[League of Glang]] Urban Principal Capital
Zellaam,,River Geography Principal
Zelth,on the River [[Zellaam]],Town Urban Principal Xavier
